delta,lat,lon,depth_top_cm,depth_bot_cm,soc,ph,clay,silt,sand,source
Sacramento,38.3485068999999,-121.6993713,0.0,40.0,6.3,8.166667,59.5,33.9,6.6,WoSIS
Sacramento,38.3485068999999,-121.6993713,40.0,58.0,4.7,8.2,56.9,36.1,7.0,WoSIS
Sacramento,38.3485068999999,-121.6993713,58.0,98.0,3.9,8.233334,56.3,36.4,7.3,WoSIS
Sacramento,38.3485068999999,-121.6993713,98.0,115.0,1.5,8.5,37.8,39.5,22.7,WoSIS
Sacramento,38.3485068999999,-121.6993713,0.0,25.0,10.1,7.766667,58.9,34.7,6.4,WoSIS
Sacramento,38.3485068999999,-121.6993713,25.0,45.0,7.4,8.166667,58.4,35.6,6.0,WoSIS
Mississippi,29.9815273,-91.7201919999999,0.0,17.0,16.0,7.0,54.1,36.0,9.9,WoSIS
Mississippi,29.9815273,-91.7201919999999,17.0,37.0,11.1,7.6,60.0,33.7,6.3,WoSIS
Mississippi,29.9815273,-91.7201919999999,37.0,54.0,6.9,7.5,71.8,24.7,3.5,WoSIS
Mississippi,29.9815273,-91.7201919999999,54.0,76.0,5.3,7.4,70.6,23.8,5.6,WoSIS
Mississippi,29.9815273,-91.7201919999999,76.0,100.0,4.1,7.2,61.9,31.8,6.3,WoSIS
Limpopo,-25.191667,33.441667,0.0,27.0,5.8,6.2,6.2,1.5,92.3,WoSIS
Limpopo,-25.191667,33.441667,27.0,52.0,1.7,6.6,5.8,2.1,92.1,WoSIS
Limpopo,-25.191667,33.441667,52.0,76.0,2.3,6.8,8.2,2.8,89.0,WoSIS
Limpopo,-25.191667,33.441667,76.0,99.0,0.6,6.8,10.8,4.2,85.0,WoSIS
Limpopo,-25.191667,33.441667,99.0,146.0,0.6,5.2,13.8,2.3,83.9,WoSIS
Limpopo,-25.0675,33.486389,0.0,10.0,155.5,4.5,33.1,22.4,44.5,WoSIS
Limpopo,-25.0675,33.486389,10.0,25.0,33.5,4.4,48.2,23.2,28.6,WoSIS
Limpopo,-25.0675,33.486389,25.0,45.0,19.1,4.3,82.8,14.6,2.6,WoSIS
Limpopo,-25.0675,33.486389,45.0,63.0,14.5,4.8,78.7,17.2,4.1,WoSIS
Limpopo,-25.0675,33.486389,63.0,90.0,4.6,4.8,38.2,20.6,41.2,WoSIS
Limpopo,-24.901667,33.689444,0.0,20.0,343.4,5.6,3.0,15.0,82.0,WoSIS
Limpopo,-24.901667,33.689444,20.0,50.0,276.1,5.1,13.0,14.0,73.0,WoSIS
Limpopo,-24.901667,33.689444,50.0,80.0,266.2,5.4,18.0,19.0,63.0,WoSIS
Limpopo,-24.901667,33.689444,80.0,100.0,199.5,5.7,41.0,23.0,36.0,WoSIS
Senegal,15.624722,-16.213611,0.0,8.0,2.3,7.8,6.0,4.0,91.0,WoSIS
Senegal,15.624722,-16.213611,8.0,42.0,2.9,7.2,10.0,4.0,86.0,WoSIS
Senegal,15.624722,-16.213611,42.0,93.0,0.6,7.3,9.0,3.0,89.0,WoSIS
Senegal,15.624722,-16.213611,93.0,120.0,0.5,7.7,8.0,5.0,87.0,WoSIS
Chao Phraya,13.764444444444443,100.20277777777778,0.0,10.0,13.7,5.7,52.0,46.0,2.0,WoSIS
Chao Phraya,13.764444444444443,100.20277777777778,10.0,28.0,9.9,6.7,54.0,43.0,2.0,WoSIS
Chao Phraya,13.764444444444443,100.20277777777778,28.0,46.0,8.3,7.2,58.0,41.0,2.0,WoSIS
Chao Phraya,13.764444444444443,100.20277777777778,46.0,74.0,7.5,7.1,60.0,38.0,2.0,WoSIS
Chao Phraya,13.764444444444443,100.20277777777778,74.0,116.0,3.9,7.0,52.0,43.0,5.0,WoSIS
Rhine-Meuse,52.87166666666667,4.787222222222223,0.0,25.0,7.0,7.3,2.0,4.0,94.0,WoSIS
Rhine-Meuse,52.87166666666667,4.787222222222223,25.0,43.0,9.1,7.2,2.0,4.0,94.0,WoSIS
Chao Phraya,13.34027777777778,99.88694444444444,0.0,12.0,2.3,6.8,66.0,30.0,4.0,WoSIS
Chao Phraya,13.34027777777778,99.88694444444444,12.0,25.0,4.3,7.6,62.0,36.0,2.0,WoSIS
Chao Phraya,13.34027777777778,99.88694444444444,25.0,84.0,7.8,7.9,44.0,52.0,4.0,WoSIS
Chao Phraya,13.34027777777778,99.88694444444444,84.0,115.0,16.0,7.7,43.0,54.0,2.0,WoSIS
Parana-Plata,-33.75,-58.166666666666664,0.0,15.0,25.7,7.2,20.0,18.0,62.0,WoSIS
Parana-Plata,-33.75,-58.166666666666664,15.0,26.0,20.6,7.0,24.0,18.0,58.0,WoSIS
Parana-Plata,-33.75,-58.166666666666664,26.0,36.0,18.6,7.0,31.0,16.0,53.0,WoSIS
Parana-Plata,-33.75,-58.166666666666664,36.0,57.0,13.4,7.1,40.0,12.0,48.0,WoSIS
Parana-Plata,-33.75,-58.166666666666664,57.0,67.0,6.7,7.2,34.0,15.0,51.0,WoSIS
Parana-Plata,-33.75,-58.166666666666664,67.0,85.0,4.5,8.0,22.0,22.0,56.0,WoSIS
Chao Phraya,13.925555555555556,100.62972222222224,0.0,10.0,11.8,4.5,28.0,52.0,20.0,WoSIS
Chao Phraya,13.925555555555556,100.62972222222224,10.0,18.0,11.0,4.6,26.0,55.0,19.0,WoSIS
Chao Phraya,13.925555555555556,100.62972222222224,18.0,27.0,3.0,4.6,28.0,48.0,24.0,WoSIS
Chao Phraya,13.925555555555556,100.62972222222224,27.0,71.0,1.8,4.6,18.0,46.0,36.0,WoSIS
Chao Phraya,13.925555555555556,100.62972222222224,71.0,90.0,1.0,4.3,19.0,36.0,45.0,WoSIS
Chao Phraya,13.925555555555556,100.62972222222224,90.0,170.0,1.6,4.1,62.0,33.0,5.0,WoSIS
Chao Phraya,13.536111111111111,100.24055555555556,0.0,40.0,22.6,6.8,42.0,52.0,6.0,WoSIS
Chao Phraya,13.536111111111111,100.24055555555556,40.0,50.0,25.2,7.0,42.0,52.0,5.0,WoSIS
Chao Phraya,13.536111111111111,100.24055555555556,50.0,100.0,29.3,6.3,38.0,54.0,8.0,WoSIS
Chao Phraya,14.026388888888889,100.73138888888889,0.0,7.0,30.7,4.1,64.0,35.0,1.0,WoSIS
Chao Phraya,14.026388888888889,100.73138888888889,7.0,22.0,23.6,3.9,64.0,34.0,1.0,WoSIS
Chao Phraya,14.026388888888889,100.73138888888889,22.0,40.0,6.3,3.6,63.0,36.0,2.0,WoSIS
Chao Phraya,14.026388888888889,100.73138888888889,40.0,90.0,3.3,3.4,63.0,32.0,5.0,WoSIS
Chao Phraya,14.026388888888889,100.73138888888889,90.0,135.0,10.1,3.4,64.0,34.0,1.0,WoSIS
Mississippi,30.3775005,-91.0916672,0.0,13.0,9.1,5.1,8.9,87.4,3.7,WoSIS
Mississippi,30.3775005,-91.0916672,13.0,41.0,2.9,5.0,16.3,81.7,2.0,WoSIS
Mississippi,30.3775005,-91.0916672,41.0,79.0,1.1,4.7,27.9,69.7,2.4,WoSIS
Mississippi,30.3775005,-91.0916672,79.0,104.0,0.6,5.2,23.6,72.9,3.5,WoSIS
Mississippi,30.3755549999999,-91.0466689999999,0.0,13.0,12.3,6.5,10.6,86.3,3.1,WoSIS
Mississippi,30.3755549999999,-91.0466689999999,13.0,23.0,3.6,6.4,12.7,84.3,3.0,WoSIS
Mississippi,30.3755549999999,-91.0466689999999,23.0,28.0,2.4,5.3,18.3,79.5,2.2,WoSIS
Mississippi,30.3755549999999,-91.0466689999999,28.0,56.0,2.1,4.8,25.9,72.5,1.6,WoSIS
Mississippi,30.3755549999999,-91.0466689999999,56.0,83.0,1.3,5.0,21.6,76.6,1.8,WoSIS
Mississippi,30.3755549999999,-91.0466689999999,83.0,105.0,1.0,4.7,19.8,77.8,2.4,WoSIS
Sacramento,37.6880568999999,-122.0138855,0.0,15.0,17.7,6.25,26.4,67.4,6.2,WoSIS
Sacramento,37.6880568999999,-122.0138855,15.0,33.0,7.9,6.3,32.3,62.2,5.5,WoSIS
Sacramento,37.6880568999999,-122.0138855,33.0,51.0,6.2,6.45,33.0,61.0,6.0,WoSIS
Mississippi,30.2416668,-90.4072189,51.0,76.0,365.0,5.8,76.1,21.4,2.5,WoSIS
Mississippi,30.2416668,-90.4072189,20.0,51.0,309.0,5.9,72.1,19.2,8.7,WoSIS
Sacramento,38.5332259999999,-121.7843781,5.0,20.0,13.4,7.2,24.5,56.1,19.4,WoSIS
Sacramento,38.5332259999999,-121.7843781,66.0,84.0,8.5,7.45,22.7,57.4,19.9,WoSIS
Sacramento,38.2566680999999,-122.3713913,0.0,7.0,22.3,5.9,20.9,39.3,39.8,WoSIS
Sacramento,38.2566680999999,-122.3713913,7.0,26.0,16.2,5.1,20.7,39.7,39.6,WoSIS
Sacramento,38.2566680999999,-122.3713913,26.0,47.0,12.9,5.5,21.7,37.4,40.9,WoSIS
Sacramento,38.2566680999999,-122.3713913,47.0,74.0,16.3,5.5,28.1,46.0,25.9,WoSIS
Sacramento,38.2566680999999,-122.3713913,74.0,106.0,10.9,5.5,25.2,43.6,31.2,WoSIS
Sacramento,38.2212829589843,-122.356056213378,0.0,15.0,15.1,5.9,23.8,53.7,22.5,WoSIS
Sacramento,38.2212829589843,-122.356056213378,15.0,38.0,9.2,6.0,27.0,52.3,20.7,WoSIS
Sacramento,38.2212829589843,-122.356056213378,38.0,84.0,7.0,5.8,53.4,30.8,15.8,WoSIS
Sacramento,38.2212829589843,-122.356056213378,84.0,152.0,2.1,5.6,22.4,40.1,37.5,WoSIS
Mississippi,30.3786105999999,-91.0116653,0.0,14.0,14.9,6.0,15.9,81.6,2.5,WoSIS
Mississippi,30.3786105999999,-91.0116653,14.0,28.0,9.1,6.6,16.1,81.6,2.3,WoSIS
Mississippi,30.3786105999999,-91.0116653,28.0,46.0,8.9,7.0,24.3,70.7,5.0,WoSIS
Mississippi,30.3786105999999,-91.0116653,46.0,60.0,4.9,7.5,29.8,66.8,3.4,WoSIS
Mississippi,30.3786105999999,-91.0116653,60.0,81.0,2.9,8.0,29.5,68.1,2.4,WoSIS
Mississippi,30.3786105999999,-91.0116653,81.0,107.0,2.1,7.3,27.8,69.8,2.4,WoSIS
Sacramento,38.1118506999999,-121.4354553,3.0,18.0,11.6,6.6,12.8,20.8,66.4,WoSIS
Limpopo,-25.090833,33.351667,0.0,11.0,5.8,6.3,1.5,2.8,95.7,WoSIS
Limpopo,-25.090833,33.351667,11.0,30.0,3.5,4.8,2.0,2.5,95.5,WoSIS
Limpopo,-25.090833,33.351667,30.0,64.0,2.3,4.7,1.5,2.5,96.0,WoSIS
Limpopo,-25.090833,33.351667,64.0,111.0,1.7,4.9,3.3,1.3,95.4,WoSIS
Niger,5.063611,5.920278,0.0,10.0,64.8,5.0,67.8,31.5,0.8,WoSIS
Niger,5.063611,5.920278,10.0,25.0,14.5,5.2,66.1,32.6,1.2,WoSIS
Niger,5.063611,5.920278,25.0,45.0,7.6,5.4,75.4,23.6,0.9,WoSIS
Niger,5.063611,5.920278,45.0,75.0,5.2,5.8,55.7,42.1,2.1,WoSIS
Niger,5.063611,5.920278,75.0,130.0,4.0,5.9,54.5,43.9,1.6,WoSIS
Senegal,15.51447,-16.28253,5.0,20.0,2.8,7.9,7.0,10.0,83.0,WoSIS
Senegal,15.51447,-16.28253,25.0,54.0,3.2,7.8,11.0,8.0,82.0,WoSIS
Rhine-Meuse,52.32611111111111,4.941388888888889,0.0,8.0,17.1,3.3,2.0,4.0,94.0,WoSIS
Rhine-Meuse,52.32611111111111,4.941388888888889,8.0,16.0,65.9,3.6,2.0,4.0,94.0,WoSIS
Rhine-Meuse,52.32611111111111,4.941388888888889,16.0,25.0,5.0,4.1,3.0,3.0,94.0,WoSIS
Chao Phraya,13.733333333333333,100.33333333333331,0.0,10.0,12.2,5.5,70.0,26.0,4.0,WoSIS
Chao Phraya,13.733333333333333,100.33333333333331,10.0,22.0,5.0,6.4,71.0,27.0,2.0,WoSIS
Chao Phraya,13.47222222222222,101.06583333333332,0.0,10.0,8.3,4.9,27.0,64.0,9.0,WoSIS
Chao Phraya,13.47222222222222,101.06583333333332,10.0,20.0,5.5,6.3,33.0,59.0,8.0,WoSIS
Chao Phraya,13.47222222222222,101.06583333333332,20.0,40.0,0.7,7.0,26.0,69.0,5.0,WoSIS
Chao Phraya,13.47222222222222,101.06583333333332,40.0,70.0,0.5,7.0,24.0,50.0,26.0,WoSIS
Chao Phraya,13.47222222222222,101.06583333333332,70.0,140.0,0.4,7.8,21.0,51.0,28.0,WoSIS
Sacramento,37.7463874999999,-121.691665599999,0.0,18.0,12.3,6.5,50.7,34.2,15.1,WoSIS
Sacramento,37.7463874999999,-121.691665599999,18.0,48.0,7.9,6.8,50.4,35.4,14.2,WoSIS
Sacramento,37.7463874999999,-121.691665599999,48.0,71.0,6.3,7.8,49.4,36.6,14.0,WoSIS
Sacramento,37.7463874999999,-121.691665599999,71.0,94.0,5.0,7.8,47.6,39.4,13.0,WoSIS
Sacramento,37.7463874999999,-121.691665599999,94.0,127.0,3.4,8.0,46.8,41.8,11.4,WoSIS
Sacramento,38.2826766967773,-121.534645080566,5.0,48.0,51.0,5.9,54.7,38.4,6.9,WoSIS
Sacramento,38.2826766967773,-121.534645080566,48.0,69.0,56.9,7.5,51.5,43.7,4.8,WoSIS
Sacramento,38.2826766967773,-121.534645080566,79.0,91.0,76.1,6.3,52.3,42.6,5.1,WoSIS
Sacramento,38.2826766967773,-121.534645080566,91.0,104.0,145.3,5.6,49.8,38.4,11.8,WoSIS
Sacramento,38.1657333374023,-121.66047668457,41.0,66.0,6.1,7.5,23.4,62.5,14.1,WoSIS
Sacramento,38.1657333374023,-121.66047668457,66.0,84.0,128.0,5.9,40.2,50.1,9.7,WoSIS
Sacramento,38.1657333374023,-121.66047668457,84.0,135.0,156.0,5.1,36.5,45.3,18.2,WoSIS
Sacramento,38.0147209,-121.212776199999,0.0,10.0,14.5,7.35,30.1,53.2,16.7,WoSIS
Sacramento,38.0147209,-121.212776199999,10.0,35.0,14.0,6.8,28.9,54.4,16.7,WoSIS
Sacramento,38.0147209,-121.212776199999,35.0,61.0,8.2,7.15,31.9,52.0,16.1,WoSIS
Sacramento,38.0147209,-121.212776199999,61.0,76.0,4.3,7.55,30.9,52.6,16.5,WoSIS
Sacramento,38.0147209,-121.212776199999,76.0,81.0,4.2,8.05,25.7,48.1,26.2,WoSIS
Mackenzie,68.71666666666667,-134.05,0.0,5.0,28.6,4.7,52.0,41.0,7.0,WoSIS
Mackenzie,68.71666666666667,-134.05,5.0,9.0,28.0,4.7,55.0,39.0,6.0,WoSIS
Mackenzie,68.71666666666667,-134.05,9.0,23.0,24.5,5.3,47.0,45.0,8.0,WoSIS
Mackenzie,68.71666666666667,-134.05,23.0,28.0,180.9,5.2,57.0,37.0,5.0,WoSIS
Mackenzie,68.41666666666667,-133.86666666666667,10.0,45.0,13.0,7.7,14.0,77.0,9.0,WoSIS
Mackenzie,68.41666666666667,-133.86666666666667,45.0,115.0,10.7,7.6,18.0,66.0,16.0,WoSIS
Rhine-Meuse,52.242761944444446,4.525038055555555,0.0,20.0,9.8,7.2,1.3,3.4,95.3,WoSIS
Rhine-Meuse,52.242761944444446,4.525038055555555,0.0,55.0,9.6,7.2,1.6,2.7,95.7,WoSIS
Limpopo,-25.215556,33.374444,0.0,10.0,0.6,5.7,2.2,1.5,96.3,WoSIS
Limpopo,-25.215556,33.374444,10.0,71.0,0.6,5.2,2.0,0.5,97.5,WoSIS
Limpopo,-24.876944,33.536667,0.0,8.0,12.1,6.0,28.2,19.0,52.8,WoSIS
Limpopo,-24.876944,33.536667,8.0,45.0,11.6,6.6,40.0,15.7,44.3,WoSIS
Limpopo,-24.876944,33.536667,45.0,65.0,5.8,8.0,40.0,16.2,43.8,WoSIS
Limpopo,-24.876944,33.536667,65.0,100.0,2.9,8.7,43.4,11.5,45.1,WoSIS
Limpopo,-25.149,33.501,0.0,13.0,24.4,7.3,65.0,26.0,10.0,WoSIS
Limpopo,-25.149,33.501,13.0,38.0,26.1,7.4,67.0,26.0,7.0,WoSIS
Limpopo,-25.149,33.501,50.0,120.0,2.8,7.4,62.0,27.0,11.0,WoSIS
Pearl,22.3581485748291,113.55696105957033,0.0,12.0,12.7,4.6,24.0,19.0,57.0,WoSIS
Pearl,22.3581485748291,113.55696105957033,12.0,53.0,3.8,5.1,43.0,21.0,36.0,WoSIS
Pearl,22.3581485748291,113.55696105957033,53.0,85.0,2.3,5.3,37.0,21.0,42.0,WoSIS
Danube,45.25,29.329722222222223,0.0,24.0,176.0,6.5,64.0,32.0,4.0,WoSIS
Danube,45.25,29.329722222222223,24.0,35.0,35.0,6.5,48.0,46.0,6.0,WoSIS
Danube,45.25,29.329722222222223,35.0,56.0,9.0,7.6,25.0,60.0,15.0,WoSIS
Danube,45.25,29.329722222222223,56.0,96.0,9.0,7.8,24.0,61.0,15.0,WoSIS
Danube,45.25,29.329722222222223,96.0,113.0,6.0,7.9,20.0,60.0,20.0,WoSIS
Chao Phraya,13.75,100.08333333333331,0.0,6.0,18.5,5.2,58.0,24.0,18.0,WoSIS
Chao Phraya,13.75,100.08333333333331,6.0,16.0,8.3,5.6,61.0,25.0,14.0,WoSIS
Chao Phraya,14.0,100.83333333333331,0.0,17.0,17.0,4.4,57.0,39.0,4.0,WoSIS
Chao Phraya,14.0,100.83333333333331,17.0,26.0,12.4,4.2,76.0,20.0,4.0,WoSIS
Chao Phraya,13.733611111111111,100.24916666666668,0.0,15.0,7.7,4.7,51.0,45.0,4.0,WoSIS
Chao Phraya,13.733611111111111,100.24916666666668,15.0,36.0,5.1,4.4,42.0,52.0,5.0,WoSIS
Chao Phraya,13.733611111111111,100.24916666666668,36.0,68.0,3.2,4.2,50.0,42.0,8.0,WoSIS
Chao Phraya,13.733611111111111,100.24916666666668,68.0,88.0,4.1,4.3,60.0,30.0,10.0,WoSIS
Chao Phraya,13.733611111111111,100.24916666666668,88.0,126.0,4.3,4.2,55.0,32.0,14.0,WoSIS
Chao Phraya,13.631944444444445,101.06944444444444,0.0,22.0,11.0,4.7,64.0,36.0,1.0,WoSIS
Chao Phraya,13.631944444444445,101.06944444444444,22.0,42.0,3.3,4.6,70.0,28.0,1.0,WoSIS
Chao Phraya,13.631944444444445,101.06944444444444,42.0,70.0,2.0,4.8,57.0,40.0,3.0,WoSIS
Chao Phraya,13.631944444444445,101.06944444444444,70.0,125.0,1.8,5.3,48.0,45.0,6.0,WoSIS
Sacramento,37.8711127999999,-121.6080551,0.0,13.0,3.7,8.35,41.4,52.7,5.9,WoSIS
Sacramento,37.8711127999999,-121.6080551,13.0,33.0,8.2,7.95,34.6,46.4,19.0,WoSIS
Sacramento,37.8711127999999,-121.6080551,33.0,51.0,5.0,8.1,30.5,47.7,21.8,WoSIS
Sacramento,37.8711127999999,-121.6080551,51.0,71.0,3.9,8.5,27.6,47.6,24.8,WoSIS
Sacramento,37.8711127999999,-121.6080551,71.0,112.0,3.9,8.65,31.1,50.4,18.5,WoSIS
Mississippi,29.6380558,-90.6305542,61.0,79.0,143.0,5.1,95.1,4.7,0.2,WoSIS
Mississippi,29.6380558,-90.6305542,79.0,114.0,45.9,5.8,94.3,5.6,0.1,WoSIS
Mississippi,29.6880549999999,-90.6286087,0.0,10.0,163.0,3.8,90.8,8.5,0.7,WoSIS
Mississippi,29.6880549999999,-90.6286087,10.0,30.0,24.9,4.4,94.2,5.3,0.5,WoSIS
Mississippi,29.6880549999999,-90.6286087,30.0,51.0,17.5,5.5,89.0,10.7,0.3,WoSIS
Mississippi,29.6880549999999,-90.6286087,51.0,76.0,59.3,5.2,81.7,18.0,0.3,WoSIS
Mississippi,29.6880549999999,-90.6286087,76.0,109.0,11.6,7.3,37.4,56.4,6.2,WoSIS
Mississippi,29.8202782,-91.6663894999999,0.0,10.0,16.5,6.2,26.6,60.7,12.7,WoSIS
Mississippi,29.8202782,-91.6663894999999,10.0,25.0,16.6,6.4,29.0,62.0,9.0,WoSIS
Mississippi,29.8202782,-91.6663894999999,25.0,56.0,10.6,7.6,40.8,49.3,9.9,WoSIS
Mississippi,29.8202782,-91.6663894999999,56.0,71.0,6.9,7.9,39.8,47.3,12.9,WoSIS
Mississippi,29.8202782,-91.6663894999999,71.0,112.0,2.9,7.6,33.0,56.9,10.1,WoSIS
Sacramento,38.5373917,-121.7718811,0.0,12.0,14.1,7.05,26.6,61.2,12.2,WoSIS
Sacramento,38.5373917,-121.7718811,12.0,55.0,10.4,7.25,27.0,61.0,12.0,WoSIS
Sacramento,38.5373917,-121.7718811,55.0,70.0,8.0,7.4,22.6,63.9,13.5,WoSIS
Sacramento,38.5373917,-121.7718811,70.0,85.0,6.6,7.5,20.0,64.9,15.1,WoSIS
Sacramento,38.5373917,-121.7718811,85.0,115.0,5.8,7.9,18.6,53.9,27.5,WoSIS
Sacramento,38.1222228999999,-121.4858322,0.0,5.0,132.5,5.2,29.3,45.8,24.9,WoSIS
Sacramento,38.1222228999999,-121.4858322,5.0,25.0,125.7,5.3,27.6,47.9,24.5,WoSIS
Sacramento,38.1222228999999,-121.4858322,25.0,58.0,196.5,5.4,32.3,51.1,16.5,WoSIS
Sacramento,38.1222228999999,-121.4858322,58.0,94.0,280.1,5.5,34.7,54.3,11.0,WoSIS
Sacramento,38.1222228999999,-121.4858322,94.0,122.0,219.2,5.3,35.6,52.3,12.1,WoSIS
Limpopo,-24.81389,33.5,0.0,20.0,16.8,6.8,45.0,46.0,8.0,WoSIS
Limpopo,-24.81389,33.5,20.0,43.0,8.7,7.0,50.0,42.0,8.0,WoSIS
Limpopo,-24.81389,33.5,43.0,90.0,13.9,7.5,62.0,34.0,5.0,WoSIS
Senegal,15.55744,-16.27855,6.0,28.0,1.8,6.3,6.0,5.0,88.0,WoSIS
Chao Phraya,13.5,100.9575,0.0,19.0,15.1,3.2,64.0,32.0,4.0,WoSIS
Chao Phraya,13.5,100.9575,19.0,46.0,14.0,3.6,64.0,28.0,8.0,WoSIS
Chao Phraya,13.5,100.9575,46.0,90.0,10.6,3.5,81.0,15.0,4.0,WoSIS
Chao Phraya,13.5,100.9575,90.0,120.0,9.1,3.5,81.0,13.0,6.0,WoSIS
Chao Phraya,13.766666666666667,100.56666666666666,0.0,10.0,13.3,5.0,66.0,27.0,7.0,WoSIS
Chao Phraya,13.766666666666667,100.56666666666666,10.0,28.0,9.3,5.1,66.0,27.0,7.0,WoSIS
Mississippi,30.4611111,-91.038887,0.0,10.0,15.0,5.7,7.5,85.9,6.6,WoSIS
Mississippi,30.4611111,-91.038887,10.0,15.0,7.0,6.8,11.4,82.7,5.9,WoSIS
Mississippi,30.4611111,-91.038887,15.0,28.0,7.1,7.5,31.0,66.1,2.9,WoSIS
Mississippi,30.4611111,-91.038887,25.0,48.0,2.8,8.2,32.7,65.6,1.7,WoSIS
Mississippi,30.4611111,-91.038887,48.0,89.0,1.0,8.1,26.7,71.6,1.7,WoSIS
Mississippi,30.4611111,-91.038887,89.0,122.0,0.5,8.0,24.0,74.0,2.0,WoSIS
Sacramento,37.6624984999999,-121.6966629,0.0,23.0,20.2,6.45,13.1,29.0,57.9,WoSIS
Sacramento,37.6624984999999,-121.6966629,23.0,53.0,9.6,6.9,14.2,29.9,55.9,WoSIS
Sacramento,37.6624984999999,-121.6966629,53.0,81.0,4.5,7.2,16.9,27.2,55.9,WoSIS
Sacramento,37.6624984999999,-121.6966629,81.0,122.0,2.3,7.5,19.9,26.3,53.8,WoSIS
Sacramento,37.6255568999999,-121.7852783,0.0,20.0,11.5,6.4,13.9,43.4,42.7,WoSIS
Sacramento,37.6255568999999,-121.7852783,20.0,28.0,5.0,6.3,16.7,44.3,39.0,WoSIS
Sacramento,37.6255568999999,-121.7852783,28.0,46.0,5.6,6.35,49.9,27.7,22.4,WoSIS
Sacramento,37.6255568999999,-121.7852783,46.0,61.0,3.7,7.05,42.0,29.5,28.5,WoSIS
Sacramento,37.6255568999999,-121.7852783,61.0,89.0,0.8,8.0,21.0,33.9,45.1,WoSIS
Sacramento,37.6255568999999,-121.7852783,89.0,127.0,0.3,8.4,27.5,23.1,49.4,WoSIS
Mississippi,30.2666666999999,-91.0875,0.0,14.0,19.4,6.7,13.8,65.8,20.4,WoSIS
Mississippi,30.2666666999999,-91.0875,14.0,28.0,10.1,7.1,14.4,66.3,19.3,WoSIS
Mississippi,30.2666666999999,-91.0875,28.0,51.0,5.3,7.65,23.5,64.9,11.6,WoSIS
Mississippi,30.2666666999999,-91.0875,51.0,78.0,3.0,7.55,15.9,66.5,17.6,WoSIS
Mississippi,30.2666666999999,-91.0875,78.0,116.0,3.3,7.7,20.1,69.7,10.2,WoSIS
Amazon,-0.1167,-51.3,0.0,15.0,9.8,4.1,20.0,22.0,58.0,WoSIS
Amazon,-0.1167,-51.3,15.0,30.0,6.5,4.4,22.0,24.0,54.0,WoSIS
Amazon,-0.1167,-51.3,90.0,130.0,2.6,4.7,46.0,20.0,34.0,WoSIS
Amazon,-0.1167,-51.3,30.0,90.0,5.0,4.4,36.0,20.0,44.0,WoSIS
Parana-Plata,-34.3423615,-57.8090285999999,0.0,20.0,24.3,5.5,29.1,59.7,11.2,WoSIS
Parana-Plata,-34.3423615,-57.8090285999999,20.0,45.0,11.0,6.4,45.5,47.2,7.3,WoSIS
Parana-Plata,-34.3423615,-57.8090285999999,45.0,64.0,6.3,7.0,44.2,49.0,6.8,WoSIS
Parana-Plata,-34.3423615,-57.8090285999999,64.0,87.0,2.8,7.3,40.3,53.2,6.5,WoSIS
Parana-Plata,-34.3423615,-57.8090285999999,87.0,118.0,1.2,7.1,39.5,54.2,6.3,WoSIS
Mackenzie,68.41666666666667,-133.86666666666667,2.0,13.0,17.9,7.9,17.0,81.0,2.0,WoSIS
Mackenzie,68.41666666666667,-133.86666666666667,13.0,73.0,11.3,7.9,15.0,80.0,5.0,WoSIS
Mackenzie,68.41666666666667,-133.86666666666667,73.0,112.0,16.2,7.8,19.0,73.0,8.0,WoSIS
Mackenzie,68.38333333333334,-133.73333333333332,10.0,20.0,20.0,4.3,48.0,49.0,3.0,WoSIS
Limpopo,-24.8425,33.470556,0.0,14.0,5.8,4.9,9.2,3.1,87.7,WoSIS
Limpopo,-24.8425,33.470556,14.0,28.0,3.5,5.8,9.5,2.8,87.7,WoSIS
Limpopo,-24.8425,33.470556,28.0,45.0,1.7,6.0,7.4,2.1,90.5,WoSIS
Limpopo,-24.8425,33.470556,45.0,67.0,2.9,5.9,21.6,1.3,77.1,WoSIS
Limpopo,-24.8425,33.470556,67.0,85.0,2.9,5.8,34.2,4.8,61.0,WoSIS
Limpopo,-24.8425,33.470556,85.0,130.0,1.2,6.2,20.4,3.4,76.2,WoSIS
Limpopo,-24.874444,33.521389,0.0,15.0,16.8,5.6,66.7,19.0,14.3,WoSIS
Limpopo,-24.874444,33.521389,15.0,43.0,11.6,6.5,73.6,19.6,6.8,WoSIS
Limpopo,-24.874444,33.521389,43.0,85.0,6.9,7.3,68.5,19.8,11.7,WoSIS
Limpopo,-24.874444,33.521389,85.0,105.0,6.4,7.5,69.4,20.4,10.2,WoSIS
Limpopo,-24.91,33.780833,0.0,11.0,4.6,5.4,1.0,8.2,90.8,WoSIS
Limpopo,-24.91,33.780833,11.0,29.0,3.5,5.6,1.0,10.4,88.6,WoSIS
Limpopo,-24.91,33.780833,29.0,72.0,1.7,5.5,1.7,9.5,88.8,WoSIS
Limpopo,-24.91,33.780833,72.0,120.0,0.6,5.8,1.5,9.4,89.1,WoSIS
Sacramento,38.166666666666664,-121.3,0.0,15.0,8.4,6.3,13.4,56.3,30.3,WoSIS
Sacramento,38.166666666666664,-121.3,15.0,25.0,5.7,5.75,13.1,56.0,30.9,WoSIS
