delta,lat,lon,depth_top_cm,depth_bot_cm,soc,ph,clay,silt,sand,source
Rhine-Meuse,52.010980912366314,4.887750491258692,,,85.84,5.1,52.6,37.0,10.4,BIS_Nederland
Rhine-Meuse,51.89237094841534,4.755270386194548,,,106.14,4.3,55.1,30.5,14.4,BIS_Nederland
Rhine-Meuse,52.240970263924,4.814749598542269,,,256.93999999999994,5.1,16.9,28.5,37.3,BIS_Nederland
Rhine-Meuse,52.10510359342934,4.710737982209743,,,93.38,4.3,36.0,45.0,19.5,BIS_Nederland
Rhine-Meuse,52.043834938534424,4.634479942971328,,,17.979999999999997,6.2,42.0,56.0,1.6,BIS_Nederland
Rhine-Meuse,52.05599031059985,4.637774935112918,,,121.21999999999998,5.6,36.0,56.0,8.5,BIS_Nederland
Rhine-Meuse,52.07568574256308,4.598132596592663,,,20.880000000000003,7.0,26.0,53.0,22.0,BIS_Nederland
Rhine-Meuse,52.13399661129892,4.694525834055674,,,121.8,5.2,35.0,31.0,34.0,BIS_Nederland
Rhine-Meuse,52.091415022258055,4.571661776653444,,,46.4,6.8,31.7,32.3,36.0,BIS_Nederland
Rhine-Meuse,52.10531104678039,4.541046617664968,,,178.64,5.3,15.0,31.0,56.0,BIS_Nederland
Rhine-Meuse,52.11589868780179,4.489890504451443,,,175.73999999999998,4.8,9.0,13.0,78.0,BIS_Nederland
Rhine-Meuse,52.10929790716039,4.473088925266038,,,103.81999999999998,4.1,11.9,19.6,68.5,BIS_Nederland
Rhine-Meuse,52.10523814996445,4.482806004421384,,,78.88,4.7,11.2,16.8,69.0,BIS_Nederland
Rhine-Meuse,52.12497916146972,4.551334579619123,,,108.45999999999998,4.9,29.1,36.2,34.7,BIS_Nederland
Rhine-Meuse,52.04535903623368,4.446405630124874,,,20.880000000000003,7.2,15.5,28.8,56.2,BIS_Nederland
Rhine-Meuse,52.143598519046265,4.540613302617567,,,40.02,5.4,23.7,43.3,33.1,BIS_Nederland
Rhine-Meuse,52.10066379326109,4.507856895898845,,,74.24000000000001,4.6,10.6,10.0,79.4,BIS_Nederland
Rhine-Meuse,52.2314774591042,4.665197824439457,,,48.72,7.0,23.0,48.0,29.0,BIS_Nederland
Rhine-Meuse,52.073909215605056,4.431072551705571,,,62.64,5.0,24.9,26.5,48.6,BIS_Nederland
Rhine-Meuse,52.07209443550982,4.417983638565367,,,92.8,5.7,24.9,26.5,48.6,BIS_Nederland
Rhine-Meuse,52.11166710359314,4.420775310613547,,,51.04,5.5,4.7,3.6,91.7,BIS_Nederland
Rhine-Meuse,52.10544768843179,4.4296681158336035,,,35.959999999999994,3.1,2.5,1.5,49.0,BIS_Nederland
Rhine-Meuse,52.11787374973982,4.410420162234497,,,46.98,4.1,3.0,3.2,52.4,BIS_Nederland
Rhine-Meuse,52.12060603109585,4.414741083220421,,,50.459999999999994,4.3,3.7,5.5,50.8,BIS_Nederland
Rhine-Meuse,52.12061806328811,4.416201040136981,,,49.3,4.3,3.7,2.9,52.6,BIS_Nederland
Rhine-Meuse,52.12242746406196,4.417621990832913,,,46.4,3.9,3.4,1.8,52.3,BIS_Nederland
Rhine-Meuse,52.08615200050778,4.5267454450887925,,,53.94,5.0,24.1,40.3,35.5,BIS_Nederland
Rhine-Meuse,52.09420511669733,4.572194620022761,,,99.76,4.1,40.0,44.3,15.7,BIS_Nederland
Rhine-Meuse,52.15374982432173,4.42278685398606,,,45.82,5.8,17.3,23.6,59.1,BIS_Nederland
Rhine-Meuse,52.18957897040093,4.566795804831555,,,71.91999999999999,4.4,10.0,12.0,79.0,BIS_Nederland
Rhine-Meuse,52.17399110207347,4.580824718371174,,,110.2,4.4,11.0,15.0,74.0,BIS_Nederland
Rhine-Meuse,52.23293279222908,4.490607352687231,,,50.459999999999994,6.1,3.8,6.3,89.9,BIS_Nederland
Rhine-Meuse,52.175249164992934,4.529778776554725,,,52.2,4.6,19.6,22.2,58.3,BIS_Nederland
Rhine-Meuse,52.209315150640215,4.470013755659479,,,44.66,4.7,12.4,24.4,63.2,BIS_Nederland
Rhine-Meuse,52.11719267353893,4.913428644709841,,,148.48000000000002,5.3,58.0,23.0,19.0,BIS_Nederland
Rhine-Meuse,52.21955882227566,5.011265575898111,,,49.3,5.2,22.0,38.0,40.0,BIS_Nederland
Rhine-Meuse,52.199863429088865,4.980567877986795,,,144.42,5.4,45.0,36.0,19.5,BIS_Nederland
Rhine-Meuse,52.200822811571506,4.97214819520642,,,255.2,4.7,54.0,28.0,18.5,BIS_Nederland
Rhine-Meuse,52.21085773325075,4.938915489464675,,,305.08,5.3,14.0,12.5,73.0,BIS_Nederland
Rhine-Meuse,52.19002625290418,4.969031359141859,,,142.10000000000002,4.7,49.0,37.0,15.0,BIS_Nederland
Rhine-Meuse,52.06382986347603,4.647997789812775,,,229.68,3.8,44.8,43.6,11.6,BIS_Nederland
Rhine-Meuse,52.05962294794107,4.718643413245536,,,186.76,5.5,23.7,34.8,41.5,BIS_Nederland
Rhine-Meuse,52.109032789852414,4.854759245494916,,,160.66,5.4,29.0,17.0,54.0,BIS_Nederland
Rhine-Meuse,52.08282117983371,4.814075517494533,,,77.14,5.5,32.0,41.0,27.0,BIS_Nederland
Rhine-Meuse,52.082327212667025,4.814154791554357,,,24.94,5.3,18.0,38.0,44.0,BIS_Nederland
Rhine-Meuse,52.08752471305151,4.775276655176396,,,124.7,5.0,34.0,38.0,28.5,BIS_Nederland
Rhine-Meuse,52.140948840354106,4.73145019865068,,,189.66000000000005,4.7,36.0,49.0,15.5,BIS_Nederland
Rhine-Meuse,52.07821412187876,4.791304690478254,,,63.22,5.3,40.0,40.0,20.0,BIS_Nederland
Rhine-Meuse,52.10958663876822,4.819352586455413,,,236.64,4.6,59.9,26.6,13.5,BIS_Nederland
Rhine-Meuse,52.11067246530923,4.784594702546029,,,158.34,4.4,39.4,40.2,20.4,BIS_Nederland
Rhine-Meuse,52.12575513435879,4.781178547506184,,,198.36,4.8,37.6,42.2,20.2,BIS_Nederland
Rhine-Meuse,52.10101178858884,4.767575520751657,,,192.56,3.5,49.0,27.6,23.5,BIS_Nederland
Rhine-Meuse,52.17962022242826,4.688334540996992,,,29.58,7.1,28.0,48.0,24.0,BIS_Nederland
Rhine-Meuse,52.20028067459017,4.686255313151182,,,75.39999999999999,6.4,19.4,19.2,61.5,BIS_Nederland
Rhine-Meuse,52.19961755995564,4.680560964280206,,,114.26,5.7,20.2,24.3,59.8,BIS_Nederland
Rhine-Meuse,52.259308824393905,4.674779681741852,,,22.62,7.0,23.3,31.8,44.3,BIS_Nederland
Rhine-Meuse,52.1621985526509,4.798222010383303,,,96.28,5.1,39.0,49.0,13.5,BIS_Nederland
Rhine-Meuse,52.483456599361304,4.883231370035697,,,165.29999999999998,3.8,43.0,50.0,7.5,BIS_Nederland
Rhine-Meuse,52.48489629720781,4.8943298545899125,,,11.02,5.7,54.0,41.0,5.2,BIS_Nederland
Rhine-Meuse,52.27809175821021,4.990476475497723,,,65.54,5.7,35.0,43.0,21.0,BIS_Nederland
Rhine-Meuse,52.33846932979832,4.911803056136794,,,65.54,7.0,41.8,49.8,6.7,BIS_Nederland
Rhine-Meuse,52.337564689319834,4.9103454610578465,,,44.66,6.9,15.2,24.2,41.4,BIS_Nederland
Rhine-Meuse,52.27095695106982,4.7469693384621765,,,159.5,7.1,24.2,22.7,53.3,BIS_Nederland
Rhine-Meuse,52.45648358901925,4.77591799020393,,,257.52,5.9,43.1,33.9,23.0,BIS_Nederland
Rhine-Meuse,52.47217412552275,4.861798810885524,,,74.82,6.0,17.3,24.3,40.8,BIS_Nederland
Rhine-Meuse,52.274824850633856,4.592037969289855,,,8.7,7.6,15.4,18.8,65.8,BIS_Nederland
Rhine-Meuse,52.27313797033791,4.595145032704595,,,31.9,7.3,40.3,38.2,21.5,BIS_Nederland
Rhine-Meuse,52.306709399642905,4.602024831778437,,,29.0,5.5,1.9,2.1,96.0,BIS_Nederland
Rhine-Meuse,52.57365520322462,4.674573702976581,,,26.679999999999996,5.4,10.8,16.0,73.2,BIS_Nederland
Rhine-Meuse,52.58826611116323,4.714179922789445,,,29.0,4.2,5.0,6.2,88.8,BIS_Nederland
Rhine-Meuse,52.557716454159646,4.715530873432305,,,63.22,5.7,38.7,33.1,28.2,BIS_Nederland
Rhine-Meuse,52.57325733085877,4.683209743969083,,,8.7,7.0,1.9,2.7,95.4,BIS_Nederland
Rhine-Meuse,52.53527042635988,4.719557146420918,,,30.74,3.9,15.1,10.9,40.7,BIS_Nederland
Rhine-Meuse,52.5424524405364,4.860962350930097,,,61.48,6.4,38.0,42.6,19.4,BIS_Nederland
Rhine-Meuse,52.550455518099895,4.84199505394688,,,194.648,4.3,57.4,34.6,8.0,BIS_Nederland
Rhine-Meuse,52.61828758694246,4.837168456012102,,,15.66,7.4,34.1,44.4,21.5,BIS_Nederland
Rhine-Meuse,52.62795052644156,4.827890564795436,,,19.72,7.3,27.3,45.7,27.0,BIS_Nederland
Rhine-Meuse,52.61215695990862,4.814065046141142,,,32.480000000000004,7.1,37.3,43.5,19.2,BIS_Nederland
Rhine-Meuse,52.61315008156424,4.796629807196192,,,63.22,6.2,14.1,56.2,29.7,BIS_Nederland
Rhine-Meuse,52.60379642458885,4.852110895491983,,,27.839999999999996,7.1,39.5,42.2,18.3,BIS_Nederland
Rhine-Meuse,52.62939200131026,4.848107266306606,,,42.92,7.0,26.5,53.2,20.3,BIS_Nederland
Rhine-Meuse,52.62795059592082,4.827905333525575,,,16.82,7.1,26.5,49.0,24.5,BIS_Nederland
Rhine-Meuse,52.60379649104811,4.852125656169998,,,33.06,7.1,26.4,53.1,20.5,BIS_Nederland
Rhine-Meuse,52.6057105568926,4.782720229327397,,,59.74,6.0,36.5,51.4,12.1,BIS_Nederland
Rhine-Meuse,52.54186983043788,4.679656752708871,,,39.43999999999999,6.2,11.0,14.0,75.0,BIS_Nederland
Rhine-Meuse,52.55353450576785,4.69163418354546,,,26.679999999999996,5.3,7.0,6.5,85.0,BIS_Nederland
Rhine-Meuse,52.506382156040154,4.69716369494199,,,63.8,4.2,36.1,25.2,38.7,BIS_Nederland
Rhine-Meuse,52.525459883572424,4.6783725203083835,,,56.84,5.8,18.9,16.2,64.9,BIS_Nederland
Rhine-Meuse,52.619469758356054,4.671026550318613,,,2.319999999999999,7.6,2.0,1.1,96.9,BIS_Nederland
Rhine-Meuse,52.638036416805825,4.695100137348245,,,1.159999999999999,7.7,1.3,0.8,97.9,BIS_Nederland
Rhine-Meuse,52.62744721412583,4.652803930237223,,,9.28,5.7,2.0,1.7,96.3,BIS_Nederland
Rhine-Meuse,52.62956368632391,4.846332747686511,,,34.22,7.2,27.9,50.7,21.4,BIS_Nederland
Rhine-Meuse,52.62432911427113,4.841523492380986,,,29.58,7.2,30.2,44.5,25.3,BIS_Nederland
Rhine-Meuse,52.60937052213385,4.636496318355742,,,3.4799999999999995,7.6,0.7,1.0,98.3,BIS_Nederland
Rhine-Meuse,52.63428676271071,4.669012803654374,,,28.42,4.3,5.1,5.2,89.7,BIS_Nederland
Rhine-Meuse,52.66764895549619,4.6647720870552565,,,1.159999999999999,4.4,0.9,0.9,98.2,BIS_Nederland
Rhine-Meuse,52.64821020574485,4.706022509489541,,,45.82,5.5,30.5,49.3,20.2,BIS_Nederland
Rhine-Meuse,52.648837365226285,4.697885567754383,,,45.82,4.9,3.7,6.0,90.3,BIS_Nederland
Rhine-Meuse,52.65772712987265,4.673729071018495,,,56.25999999999999,5.4,3.9,2.1,94.0,BIS_Nederland
Rhine-Meuse,52.69831660065064,4.66826198681401,,,0.0,4.5,1.1,1.0,97.9,BIS_Nederland
Rhine-Meuse,52.69877484316553,4.669733849285758,,,0.579999999999999,4.6,0.9,0.8,98.3,BIS_Nederland
Rhine-Meuse,52.697219275980345,4.63610489051306,,,0.579999999999999,7.4,1.0,1.6,97.4,BIS_Nederland
Rhine-Meuse,52.64840511501147,4.626964215610316,,,0.579999999999999,6.9,0.8,1.8,97.4,BIS_Nederland
Rhine-Meuse,52.61095254051321,4.67448698828171,,,2.319999999999999,7.9,2.0,3.1,94.9,BIS_Nederland
Rhine-Meuse,52.40535811392082,4.6967536553729605,,,106.72,5.4,37.7,30.1,32.2,BIS_Nederland
Rhine-Meuse,52.4776054807922,4.87063945951489,,,17.4,5.4,52.0,41.0,6.3,BIS_Nederland
Rhine-Meuse,52.48163415843207,4.773067741847339,,,152.54,5.3,45.8,39.7,14.5,BIS_Nederland
Rhine-Meuse,52.434338660674534,4.786590813133722,,,36.53999999999999,5.4,53.4,27.4,19.2,BIS_Nederland
Rhine-Meuse,52.44187439654494,4.7750902336254075,,,145.57999999999998,5.5,61.5,34.5,4.0,BIS_Nederland
Rhine-Meuse,52.300342000792234,4.526560107849666,,,44.08,3.6,4.7,4.5,90.8,BIS_Nederland
Rhine-Meuse,52.31161864751696,4.532280887975667,,,21.46,3.7,2.6,3.5,93.9,BIS_Nederland
Rhine-Meuse,52.29719179378993,4.525961407740819,,,4.059999999999999,4.4,1.0,2.4,96.6,BIS_Nederland
Rhine-Meuse,52.30106148355911,4.526619481053729,,,17.4,4.3,2.8,4.7,92.5,BIS_Nederland
Rhine-Meuse,52.825612849677306,4.697773165062611,,,356.69999999999993,5.5,5.4,35.3,59.3,BIS_Nederland
Rhine-Meuse,52.49680960964916,5.005375517316589,,,96.86,5.7,31.0,49.0,20.5,BIS_Nederland
Rhine-Meuse,52.51913322814423,5.016379652206377,,,48.14,6.7,50.0,49.0,2.5,BIS_Nederland
Rhine-Meuse,52.554804478552214,4.960343950247666,,,43.5,5.7,44.0,49.7,6.3,BIS_Nederland
Rhine-Meuse,52.53188649510087,4.9602708002048,,,30.16,4.8,53.3,45.9,0.8,BIS_Nederland
Rhine-Meuse,52.562991424403265,4.9886540630227705,,,132.82,5.4,60.9,36.4,2.7,BIS_Nederland
Rhine-Meuse,52.56128472807673,5.01668900087455,,,159.5,4.8,57.3,39.5,3.0,BIS_Nederland
Rhine-Meuse,52.50973829211585,5.061237321236346,,,25.52,5.8,67.4,31.1,1.5,BIS_Nederland
Rhine-Meuse,52.51126651722245,5.061373350206304,,,34.22,5.6,67.4,31.7,0.9,BIS_Nederland
Rhine-Meuse,52.505950636795,5.056552110551808,,,34.8,5.2,65.7,33.3,1.0,BIS_Nederland
Rhine-Meuse,52.50675660650521,5.055515058992895,,,75.97999999999999,4.5,61.1,33.1,5.8,BIS_Nederland
Rhine-Meuse,52.59816658995115,4.67801480192551,,,45.82,4.9,15.0,18.0,67.0,BIS_Nederland
Rhine-Meuse,52.600386324470115,4.711928294422349,,,19.72,4.9,3.0,6.0,91.5,BIS_Nederland
Rhine-Meuse,52.60684079726425,4.663333847320456,,,33.64,3.8,12.6,11.7,75.7,BIS_Nederland
Rhine-Meuse,52.61412788493532,4.6426904330876475,,,8.12,6.4,1.4,1.9,96.7,BIS_Nederland
Rhine-Meuse,52.45566558182878,4.7081798270926605,,,63.22,4.4,57.8,31.7,10.5,BIS_Nederland
Rhine-Meuse,52.49275280364862,4.9145618089652015,,,50.459999999999994,5.9,47.0,50.0,3.0,BIS_Nederland
Rhine-Meuse,52.66483977067802,4.9444944110780975,,,40.599999999999994,5.1,7.7,46.9,46.4,BIS_Nederland
Rhine-Meuse,52.69024286262757,5.014345039159072,,,29.0,6.0,15.3,47.8,36.9,BIS_Nederland
Rhine-Meuse,52.71144552974114,4.98471794888221,,,40.599999999999994,6.8,23.0,40.5,37.3,BIS_Nederland
Rhine-Meuse,52.69375984246587,4.990278888451523,,,13.34,7.1,15.2,35.2,49.6,BIS_Nederland
Rhine-Meuse,52.68760383207864,4.927848697355263,,,62.64,6.9,13.8,38.2,48.0,BIS_Nederland
Rhine-Meuse,52.685071505350855,4.923734326074568,,,91.64,5.7,22.1,42.8,35.1,BIS_Nederland
Rhine-Meuse,52.66453757260383,4.960166141314997,,,74.82,6.6,31.9,45.0,23.1,BIS_Nederland
Rhine-Meuse,52.70587927019971,4.986396478882175,,,78.88,6.7,37.0,53.5,9.5,BIS_Nederland
Rhine-Meuse,52.70703997889383,4.934155716926363,,,64.96000000000001,6.7,9.0,36.8,53.3,BIS_Nederland
Rhine-Meuse,52.498302834360686,4.826881540850822,,,253.16999999999996,5.5,56.7,27.4,15.9,BIS_Nederland
Rhine-Meuse,52.56569918757402,4.779271812782238,,,124.7,6.8,35.3,46.8,17.9,BIS_Nederland
Rhine-Meuse,52.58586830226591,4.8046682816864354,,,53.94,6.8,25.1,53.8,21.1,BIS_Nederland
Rhine-Meuse,52.572938898717375,4.75438989667932,,,143.84,5.8,19.0,57.6,23.4,BIS_Nederland
Rhine-Meuse,52.57759003021124,4.733669166148305,,,108.45999999999998,4.4,19.5,17.7,62.8,BIS_Nederland
Rhine-Meuse,52.5482004554338,4.74177089107448,,,110.2,4.6,42.3,33.5,24.2,BIS_Nederland
Rhine-Meuse,52.51910723499272,4.772104687168757,,,80.03999999999999,4.3,58.1,34.4,7.5,BIS_Nederland
Rhine-Meuse,52.54075256122481,4.73568880041475,,,58.58,5.2,41.0,37.9,21.1,BIS_Nederland
Rhine-Meuse,52.654270871998584,5.00681746732205,,,151.95999999999998,6.0,43.0,50.0,7.5,BIS_Nederland
Rhine-Meuse,52.70190837470317,4.887014515374893,,,82.35999999999999,5.4,21.7,58.5,19.8,BIS_Nederland
Rhine-Meuse,52.52889819184252,4.659896495059076,,,4.059999999999999,7.8,3.3,2.1,94.6,BIS_Nederland
Rhine-Meuse,52.53362619150344,4.632626488681582,,,1.7399999999999998,7.7,2.0,0.6,97.4,BIS_Nederland
Rhine-Meuse,52.736473170697195,4.946362962215639,,,31.32,6.1,26.9,54.3,18.8,BIS_Nederland
Rhine-Meuse,52.71633972745196,4.89957749802068,,,11.6,7.1,21.8,57.9,20.3,BIS_Nederland
Rhine-Meuse,52.72964577238665,4.972115967676018,,,10.44,7.1,14.2,47.2,38.6,BIS_Nederland
Rhine-Meuse,52.71464134010457,4.924384161143333,,,34.22,6.8,18.8,40.9,40.3,BIS_Nederland
Rhine-Meuse,52.81537004001867,4.817339422620199,,,11.02,7.1,27.3,47.2,25.5,BIS_Nederland
Rhine-Meuse,52.7517051306168,4.868080796181744,,,11.02,7.3,17.1,41.3,41.5,BIS_Nederland
Rhine-Meuse,52.82162236040407,4.7230556823707275,,,12.18,5.4,2.7,1.1,96.2,BIS_Nederland
Rhine-Meuse,52.80836533753869,4.722811876862504,,,16.82,5.4,4.1,2.9,93.0,BIS_Nederland
Rhine-Meuse,52.78321990252591,4.861408169174814,,,29.0,6.0,25.6,60.6,13.8,BIS_Nederland
Rhine-Meuse,52.813105366206585,4.7862215192563795,,,25.52,4.7,22.3,33.9,43.8,BIS_Nederland
Rhine-Meuse,52.80666146827217,4.782602486760778,,,33.06,6.2,23.2,43.5,33.3,BIS_Nederland
Rhine-Meuse,52.79375099736763,4.737192032725051,,,32.480000000000004,5.1,5.7,7.6,86.7,BIS_Nederland
Rhine-Meuse,52.791191417509175,4.721219278992204,,,19.139999999999997,4.5,5.7,4.6,89.7,BIS_Nederland
Rhine-Meuse,52.81702705415971,4.788689359362255,,,38.86,5.9,10.8,25.9,63.3,BIS_Nederland
Rhine-Meuse,52.80811585050335,4.822624471771837,,,26.1,6.9,26.3,51.0,22.7,BIS_Nederland
Rhine-Meuse,52.89160069602491,4.785438854473674,,,7.54,7.4,9.8,15.0,75.2,BIS_Nederland
Rhine-Meuse,52.836759209705306,4.7809993470815195,,,38.279999999999994,5.3,5.3,3.2,91.5,BIS_Nederland
Rhine-Meuse,52.82690069174644,4.786328799959181,,,38.86,5.7,4.4,7.9,87.7,BIS_Nederland
Rhine-Meuse,52.82534215152938,4.807343481889843,,,22.04,5.5,7.8,14.8,77.4,BIS_Nederland
Rhine-Meuse,52.78999745474939,4.700853915193096,,,10.44,5.3,2.4,1.2,96.4,BIS_Nederland
Rhine-Meuse,52.71612740991681,4.648878984308642,,,0.579999999999999,4.6,0.9,1.0,98.1,BIS_Nederland
Rhine-Meuse,52.854689449791834,4.714239505993115,,,13.34,5.2,2.8,3.3,93.9,BIS_Nederland
Rhine-Meuse,52.849026014085645,4.706013808391023,,,8.12,4.9,2.7,1.8,95.5,BIS_Nederland
Rhine-Meuse,52.84115828485358,4.697453933410393,,,11.02,5.5,5.2,7.1,87.7,BIS_Nederland
Rhine-Meuse,52.831281961691246,4.706883627009832,,,6.38,5.7,1.6,0.8,97.6,BIS_Nederland
Rhine-Meuse,52.83200949379849,4.749088100410522,,,17.979999999999997,5.7,4.6,4.7,90.7,BIS_Nederland
Rhine-Meuse,52.73018238835707,4.971370699002266,,,41.17999999999999,6.1,17.7,44.4,37.9,BIS_Nederland
Rhine-Meuse,52.71509498022236,4.925489291736134,,,30.74,7.0,14.2,48.0,37.8,BIS_Nederland
Rhine-Meuse,52.74428262651196,4.920369321143158,,,20.880000000000003,7.1,17.9,37.0,45.1,BIS_Nederland
Rhine-Meuse,52.736290971076755,4.945698524408875,,,31.9,6.0,19.0,49.1,31.9,BIS_Nederland
Rhine-Meuse,52.19790788315943,4.5296647824132075,,,46.4,4.6,10.2,10.9,78.9,BIS_Nederland
Rhine-Meuse,52.2059812285601,4.539882072664442,,,102.08,5.1,39.0,49.9,11.1,BIS_Nederland
Rhine-Meuse,52.175153574264314,4.57470726423119,,,117.74,4.2,23.1,20.3,56.6,BIS_Nederland
Rhine-Meuse,52.19858870048785,4.577717604865817,,,82.94,4.8,24.3,17.1,58.6,BIS_Nederland
Rhine-Meuse,52.17958173669616,4.607568145005593,,,233.73999999999995,4.4,28.4,31.7,39.9,BIS_Nederland
Rhine-Meuse,52.20540274431694,4.603166499870449,,,71.34,5.8,14.2,13.6,72.2,BIS_Nederland
Rhine-Meuse,52.214018222213504,4.561663442020674,,,132.24,4.9,7.0,11.8,80.2,BIS_Nederland
Rhine-Meuse,52.21325590848735,4.5328372783538065,,,35.959999999999994,5.6,50.6,42.5,6.9,BIS_Nederland
